Исходный текст,Распознанный текст,Предсказанная группа,Индекс группы,Уверенность (%),Результат,Русских букв,Латинских букв,Цифр
Amylase_5,Amy lase,амилаза,23,93.33,🟠 Частичное совпадение,0,7,0
Гамма-ГТП_0,Га мма-ГТП,гамма-гт,24,94.12,🟠 Частичное совпадение,8,0,0
Гамма-ГТП_2,Гама-ГТП,гамма-гт,24,93.33,🟠 Частичное совпадение,7,0,0
Гамма-ГТП_3,Гамма-ГТп,гамма-гт,24,100.00,✔️ Полное совпадение,8,0,0
Гамма-ГТП_4,Гам ма-ГТп,гамма-гт,24,94.12,🟠 Частичное совпадение,8,0,0
Гамма-ГТП_5,Гамма-Г ,гамма-гт,24,92.31,🟠 Частичное совпадение,6,0,0
Гамма-ГТП_6,амма-ГТП,гамма-гт,24,93.33,🟠 Частичное совпадение,7,0,0
Гамма-ГТП_7,Гамма-ГТ,гамма-гт,24,100.00,✔️ Полное совпадение,7,0,0
Гамма-глутамилтранспептидаза_0,Гамма-глутам илтранспептидаз,гамма-гт,24,96.30,🟠 Частичное совпадение,26,0,0
Гамма-глутамилтранспептидаза_1,Гамма-глутамилтранспептидАза,гамма-гт,24,100.00,✔️ Полное совпадение,27,0,0
Гамма-глутамилтранспептидаза_3,Гамма-глут амилтранспептидаз,гамма-гт,24,96.30,🟠 Частичное совпадение,26,0,0
Гамма-глутамилтранспептидаза_4,Гамма-глутамил транспептидаза,гамма-гт,24,98.18,🟠 Частичное совпадение,27,0,0
Гамма-глутамилтранспептидаза_5,Гамма-глутамилтраНспептидаза,гамма-гт,24,100.00,✔️ Полное совпадение,27,0,0
Гамма-глутамилтранспептидаза_6,Гамма-глУтамилтранспептидаза,гамма-гт,24,100.00,✔️ Полное совпадение,27,0,0
Гамма-глутамилтранспептидаза_7,мма-глутамилтранспептидаза,гамма-гт,24,96.15,🟠 Частичное совпадение,25,0,0
Гамма-глютаминтранспептидаза_0,амма-глютаминтранспептидаза,гамма-гт,24,98.11,🟠 Частичное совпадение,26,0,0
Гамма-глютаминтранспептидаза_1,Гамма-глютА минтранспептидаза,гамма-гт,24,98.18,🟠 Частичное совпадение,27,0,0
Гамма-глютаминтранспептидаза_2,Гамм-глютаминтранспептидаза,гамма-гт,24,98.11,🟠 Частичное совпадение,26,0,0
Гамма-глютаминтранспептидаза_3,Гамма-глютаминтранспептидазА,гамма-гт,24,100.00,✔️ Полное совпадение,27,0,0
Гамма-глютаминтранспептидаза_5,Гамма-глютаминтрансПептидаза,гамма-гт,24,100.00,✔️ Полное совпадение,27,0,0
Гамма-глютаминтранспептидаза_6,Гамма-глютаминтранcпеп тидаза,гамма-гт,24,98.18,🟠 Частичное совпадение,26,1,0
Гамма-глютаминтранспептидаза_7,Гамма-глютаминтранспЕптидаз,гамма-гт,24,98.11,🟠 Частичное совпадение,26,0,0
Глютаминтранспептидаза_0,Глют аминтранспептИдаза,гамма-гт,24,97.78,🟠 Частичное совпадение,22,0,0
Глютаминтранспептидаза_1,ГлютаминтрансПептидaза,гамма-гт,24,100.00,✔️ Полное совпадение,21,1,0
Глютаминтранспептидаза_3,Глютами нтранспептидаза,гамма-гт,24,97.78,🟠 Частичное совпадение,22,0,0
Глютаминтранспептидаза_4,Глютаминтранспептид аза,гамма-гт,24,97.78,🟠 Частичное совпадение,22,0,0
Глютаминтранспептидаза_5,Глютаминтранс пептидаза,гамма-гт,24,97.78,🟠 Частичное совпадение,22,0,0
Гамма-ГТ_0,Га мма-ГТ,гамма-гт,24,93.33,🟠 Частичное совпадение,7,0,0
Гамма-ГТ_1,гамма-ГТ,гамма-гт,24,100.00,✔️ Полное совпадение,7,0,0
Гамма-ГТ_2,Гамма-Г,гамма-гт,24,92.31,🟠 Частичное совпадение,6,0,0
Гамма-ГТ_3,ГаммА-Гт,гамма-гт,24,100.00,✔️ Полное совпадение,7,0,0
Гамма-ГТ_4,ГаммА-ГТ,гамма-гт,24,100.00,✔️ Полное совпадение,7,0,0
Гамма-ГТ_5,Гамма-,гамма-гт,24,83.33,🟠 Частичное совпадение,5,0,0
Гамма-ГТ_6,Гама-Г,гамма-гт,24,83.33,🟠 Частичное совпадение,5,0,0
Gamma-Glutamyl Transferase_1,GammGlutamyl Transferase,гамма-гт,24,97.96,🟠 Частичное совпадение,0,23,0
Gamma-Glutamyl Transferase_2,Gama-Glutamyl Transferase,гамма-гт,24,97.96,🟠 Частичное совпадение,0,23,0
Gamma-Glutamyl Transferase_3,gamma -Glutamyl Transferase,гамма-гт,24,98.04,🟠 Частичное совпадение,0,24,0
Gamma-Glutamyl Transferase_4,Gamma-Glutamyl Transfe rase,гамма-гт,24,98.04,🟠 Частичное совпадение,0,24,0
Gamma-Glutamyl Transferase_5,GAmma-Glutamyl TrAnsferase,гамма-гт,24,100.00,✔️ Полное совпадение,0,24,0
Gamma-Glutamyl Transferase_6,Gamma-Glutamyl Trasferase,гамма-гт,24,97.96,🟠 Частичное совпадение,0,23,0
Gamma-Glutamyl Transferase_7,Gamma-Glutamy1 ransferase,гамма-гт,24,93.88,🟠 Частичное совпадение,0,22,1
Лактатдегидрогеназа_1,Лактатдегидр огеназа,лдг,25,97.44,🟠 Частичное совпадение,19,0,0
Лактатдегидрогеназа_2,Лaктатдегидрогеназа,лдг,25,100.00,✔️ Полное совпадение,18,1,0
Лактатдегидрогеназа_3,Лактатдегидрогeназа,лдг,25,100.00,✔️ Полное совпадение,18,1,0
Лактатдегидрогеназа_4,Лакт атдегидрогенза,лдг,25,94.74,🟠 Частичное совпадение,18,0,0
Лактат дегидрогеназа_0,Лакта т дегидрогеназа,лдг,25,97.56,🟠 Частичное совпадение,19,0,0
Лактат дегидрогеназа_1,ктат дегидрогеназа,лдг,25,94.74,🟠 Частичное совпадение,17,0,0
Лактат дегидрогеназа_2,Лактат дегидрoгеназа,лдг,25,100.00,✔️ Полное совпадение,18,1,0
Лактат дегидрогеназа_3,Лктат дегидроген аза,лдг,25,95.00,🟠 Частичное совпадение,18,0,0
Лактат дегидрогеназа_5,Лакт ат дегидрогеназа,лдг,25,97.56,🟠 Частичное совпадение,19,0,0
Лактат дегидрогеназа_6,ктат дегидрогназа,лдг,25,91.89,🟠 Частичное совпадение,16,0,0
Лактат дегидрогеназа_7,Лактат дегидрогеназ,лдг,25,97.44,🟠 Частичное совпадение,18,0,0
ЛДГ-1 фракция_0,ЛДГ-1 фрак ця,лдг,25,91.67,🟠 Частичное совпадение,9,0,1
ЛДГ-1 фракция_1,ЛДГ1 фракция,лдг,25,100.00,✔️ Полное совпадение,10,0,1
ЛДГ-1 фракция_2,ЛДГ-1 фраkция,лдг,25,100.00,✔️ Полное совпадение,9,1,1
ЛДГ-1 фракция_3,ЛДг-1 фракция,лдг,25,100.00,✔️ Полное совпадение,10,0,1
ЛДГ-1 фракция_5,ЛДГ- фракция,лдг,25,95.65,🟠 Частичное совпадение,10,0,0
ЛДГ-1 фракция_6,ЛДГ-1 ф ракция,лдг,25,96.00,🟠 Частичное совпадение,10,0,1
ЛДГ-1 фракция_7,ДГ-1 фракция,лдг,25,95.65,🟠 Частичное совпадение,9,0,1
aHBDH_1,aH8DH,лдг,25,100.00,✔️ Полное совпадение,0,4,1
Lactate Dehydrogenase_0,L actate DehydroGenase,лдг,25,97.67,🟠 Частичное совпадение,0,20,0
Lactate Dehydrogenase_1,Lactate Deh ydrogenase,лдг,25,97.67,🟠 Частичное совпадение,0,20,0
Lactate Dehydrogenase_2,ctate Dehydrogenase,лдг,25,95.00,🟠 Частичное совпадение,0,18,0
Lactate Dehydrogenase_3,ctate Dehydrogenae,лдг,25,92.31,🟠 Частичное совпадение,0,17,0
Lactate Dehydrogenase_4,actate Dehydrogenase,лдг,25,97.56,🟠 Частичное совпадение,0,19,0
Lactate Dehydrogenase_5,Lactate Dehdrogenase,лдг,25,97.56,🟠 Частичное совпадение,0,19,0
Lactate Dehydrogenase_7,Lactate Dehyd rogenase,лдг,25,97.67,🟠 Частичное совпадение,0,20,0
Креатинфосфокиназа_0,Креа тинфосфокиназа,креатинкиназа,26,97.30,🟠 Частичное совпадение,18,0,0
Креатинфосфокиназа_1,Креатин фосфокиназа,креатинкиназа,26,97.30,🟠 Частичное совпадение,18,0,0
Креатинфосфокиназа_2,Креатинфосф окиназа,креатинкиназа,26,97.30,🟠 Частичное совпадение,18,0,0
Креатинфосфокиназа_3,Креатинфoсфокиназа,креатинкиназа,26,100.00,✔️ Полное совпадение,17,1,0
Креатинфосфокиназа_5,Креатинф осфокиназа,креатинкиназа,26,97.30,🟠 Частичное совпадение,18,0,0
Креатинфосфокиназа_6,Креатинфо сфокиназ,креатинкиназа,26,94.44,🟠 Частичное совпадение,17,0,0
Креатинкиназа_0,Креатинкин аза,креатинкиназа,26,96.30,🟠 Частичное совпадение,13,0,0
Креатинкиназа_1,Креaтинкиназ,креатинкиназа,26,96.00,🟠 Частичное совпадение,11,1,0
Креатинкиназа_3,К реатинкиназа,креатинкиназа,26,96.30,🟠 Частичное совпадение,13,0,0
Креатинкиназа_4,К реатинкина,креатинкиназа,26,88.00,🟠 Частичное совпадение,11,0,0
Креатинкиназа_5,КреатиНkиназа,креатинкиназа,26,100.00,✔️ Полное совпадение,12,1,0
Креатинкиназа_6,Креатинкина за,креатинкиназа,26,96.30,🟠 Частичное совпадение,13,0,0
Креатинкиназа-МБ_0,еатинкиназа-МБ,креатинкиназа,26,92.86,🟠 Частичное совпадение,13,0,0
Креатинкиназа-МБ_2,Кратинкиназа-МБ,креатинкиназа,26,96.55,🟠 Частичное совпадение,14,0,0
Креатинкиназа-МБ_3,реатинкиназ а-МБ,креатинкиназа,26,93.33,🟠 Частичное совпадение,14,0,0
Креатинкиназа-МБ_4,Креатинкиназа -Б,креатинкиназа,26,93.33,🟠 Частичное совпадение,14,0,0
Креатинкиназа-МБ_5,Креатинкина за-мБ,креатинкиназа,26,96.77,🟠 Частичное совпадение,15,0,0
Креатинкиназа-МБ_6,КреатинКиназа-МБ,креатинкиназа,26,100.00,✔️ Полное совпадение,15,0,0
Креатинкиназа-МБ_7,Креаинкиназа-МБ,креатинкиназа,26,96.55,🟠 Частичное совпадение,14,0,0
Creatine Kinase_0,C reatine Kinase,креатинкиназа,26,96.77,🟠 Частичное совпадение,0,14,0
Creatine Kinase_1,CreaTine Kinase,креатинкиназа,26,100.00,✔️ Полное совпадение,0,14,0
Creatine Kinase_2,Creatine Kinas,креатинкиназа,26,96.55,🟠 Частичное совпадение,0,13,0
Creatine Kinase_3,Creаtine Kinase,креатинкиназа,26,100.00,✔️ Полное совпадение,1,13,0
Creatine Kinase_4,Crea tine Kinase,креатинкиназа,26,96.77,🟠 Частичное совпадение,0,14,0
Creatine Kinase_6,reatine Kinase,креатинкиназа,26,96.55,🟠 Частичное совпадение,0,13,0
Creatine Kinase_7,Creatine K inase,креатинкиназа,26,96.77,🟠 Частичное совпадение,0,14,0
CK-MB_0,CK-M8,креатинкиназа,26,75.00,🟠 Частичное совпадение,0,3,1
CK-MB_1,CK-Mb,креатинкиназа,26,100.00,✔️ Полное совпадение,0,4,0
CK-MB_3,Ck-MB,креатинкиназа,26,100.00,✔️ Полное совпадение,0,4,0
Кальций_1,Ка льций,кальций,27,93.33,🟠 Частичное совпадение,7,0,0
Кальций_2,aльций,кальций,27,92.31,🟠 Частичное совпадение,5,1,0
Кальций_3,к альций,кальций,27,93.33,🟠 Частичное совпадение,7,0,0
Кальций_4,Кальц ий,кальций,27,93.33,🟠 Частичное совпадение,7,0,0
Кальций_5,Кальц й,кальций,27,85.71,🟠 Частичное совпадение,6,0,0
Кальций общий_0,Кальций оБщий,кальций,27,100.00,✔️ Полное совпадение,12,0,0
Кальций общий_1,льций общий,кальций,27,91.67,🟠 Частичное совпадение,10,0,0
Кальций общий_2,К альций общи,кальций,27,92.31,🟠 Частичное совпадение,11,0,0
Кальций общий_4,Кaльций общий,кальций,27,100.00,✔️ Полное совпадение,11,1,0
Кальций общий_5,Кальций Общий,кальций,27,100.00,✔️ Полное совпадение,12,0,0
Кальций общий_6,Кальций  общий,кальций,27,100.00,✔️ Полное совпадение,12,0,0
Кальций общий_7,Кальций общ ий,кальций,27,96.30,🟠 Частичное совпадение,12,0,0
Кальций ионизированный_1,КАльций ионизированный,кальций,27,100.00,✔️ Полное совпадение,21,0,0
Кальций ионизированный_2,Кальций ионизировнный,кальций,27,97.67,🟠 Частичное совпадение,20,0,0
Кальций ионизированный_3,льций ионизированный,кальций,27,95.24,🟠 Частичное совпадение,19,0,0
Кальций ионизированный_4,Кальций ионизированый,кальций,27,97.67,🟠 Частичное совпадение,20,0,0
Кальций ионизированный_5,Кальций иониированный,кальций,27,97.67,🟠 Частичное совпадение,20,0,0
Кальций ионизированный_6,Кальций ионизированны,кальций,27,97.67,🟠 Частичное совпадение,20,0,0
Кальций ионизированный_7,Кальций ионизированн,кальций,27,95.24,🟠 Частичное совпадение,19,0,0
Calcium_0,Calci um,кальций,27,93.33,🟠 Частичное совпадение,0,7,0
Calcium_1,C alcium,кальций,27,93.33,🟠 Частичное совпадение,0,7,0
Calcium_2,Cаlcium,кальций,27,100.00,✔️ Полное совпадение,1,6,0
Calcium_4,Calci u,кальций,27,85.71,🟠 Частичное совпадение,0,6,0
Calcium_5,Calc ium,кальций,27,93.33,🟠 Частичное совпадение,0,7,0
Calcium_6,Ca1cium,кальций,27,85.71,🟠 Частичное совпадение,0,6,1
Calcium_7,Calсium,кальций,27,100.00,✔️ Полное совпадение,1,6,0
Ca_0,Cа,кальций,27,100.00,✔️ Полное совпадение,1,1,0
Калий_0,Кaлий,калий,28,100.00,✔️ Полное совпадение,4,1,0
Potassium_0,Pot assium,калий,28,94.74,🟠 Частичное совпадение,0,9,0
Potassium_1,Potаssium,калий,28,100.00,✔️ Полное совпадение,1,8,0
Potassium_2,P otassium,калий,28,94.74,🟠 Частичное совпадение,0,9,0
Potassium_4,Po tassium,калий,28,94.74,🟠 Частичное совпадение,0,9,0
Натрий_1,Натpий,натрий,29,100.00,✔️ Полное совпадение,5,1,0
Натрий_2,Нaтрий,натрий,29,100.00,✔️ Полное совпадение,5,1,0
Sodium_1,Sоdium,натрий,29,100.00,✔️ Полное совпадение,1,5,0
Na_0,Nа,натрий,29,100.00,✔️ Полное совпадение,1,1,0
Хлор_0,Хлoр,хлор,30,100.00,✔️ Полное совпадение,3,1,0
Хлор_2,Хлоp,хлор,30,100.00,✔️ Полное совпадение,3,1,0
Хлориды_0,Хлoриды,хлор,30,100.00,✔️ Полное совпадение,6,1,0
Хлориды_1,Хл ориды,хлор,30,93.33,🟠 Частичное совпадение,7,0,0
Хлориды_3,Хлоpиды,хлор,30,100.00,✔️ Полное совпадение,6,1,0
Хлориды_4,Х лориды,хлор,30,93.33,🟠 Частичное совпадение,7,0,0
Хлориды_5,Хло риды,хлор,30,93.33,🟠 Частичное совпадение,7,0,0
Chloride_0,Chlor ide,хлор,30,94.12,🟠 Частичное совпадение,0,8,0
Chloride_2,ChL oride,хлор,30,94.12,🟠 Частичное совпадение,0,8,0
Chloride_3,Ch loride,хлор,30,94.12,🟠 Частичное совпадение,0,8,0
Chloride_4,Chl oide,хлор,30,87.50,🟠 Частичное совпадение,0,7,0
Chloride_5,Ch1oride,хлор,30,87.50,🟠 Частичное совпадение,0,7,1
Cl_0,C1,-,-,0.00,❌ Неверное совпадение,0,1,1
Железо_1,Жeлезо,железо,31,100.00,✔️ Полное совпадение,5,1,0
Железо_2,Железo,железо,31,100.00,✔️ Полное совпадение,5,1,0
Сывороточное железо_1,сывороточное железо,железо,31,100.00,✔️ Полное совпадение,18,0,0
Сывороточное железо_2,вороточное желез,железо,31,91.43,🟠 Частичное совпадение,15,0,0
Сывороточное железо_3,Сыворото чное железо,железо,31,97.44,🟠 Частичное совпадение,18,0,0
Сывороточное железо_4,ывороточное железо,железо,31,97.30,🟠 Частичное совпадение,17,0,0
Сывороточное железо_5,СывОроточное железо,железо,31,100.00,✔️ Полное совпадение,18,0,0
Сывороточное железо_6,СЫвороточное железо,железо,31,100.00,✔️ Полное совпадение,18,0,0
Сывороточное железо_7,Сывороточное желез,железо,31,97.30,🟠 Частичное совпадение,17,0,0
Fe_0,Fе,железо,31,100.00,✔️ Полное совпадение,1,1,0
Ферритин_0,Ферри тин,ферритин,32,94.12,🟠 Частичное совпадение,8,0,0
Ферритин_1,Феррит ин,ферритин,32,94.12,🟠 Частичное совпадение,8,0,0
Ферритин_2,Фер ритин,ферритин,32,94.12,🟠 Частичное совпадение,8,0,0
Ферритин_3,Фeррит,ферритин,32,85.71,🟠 Частичное совпадение,5,1,0
Ферритин_4,Ф ерритин,ферритин,32,94.12,🟠 Частичное совпадение,8,0,0
Ферритин_6,Феpр итин,ферритин,32,94.12,🟠 Частичное совпадение,7,1,0
Ferritin_1,Ferri ti,ферритин,32,87.50,🟠 Частичное совпадение,0,7,0
Ferritin_2,Fer ritin,ферритин,32,94.12,🟠 Частичное совпадение,0,8,0
Ferritin_3,Fe rritin,ферритин,32,94.12,🟠 Частичное совпадение,0,8,0
Ferritin_4,Ferri tin,ферритин,32,94.12,🟠 Частичное совпадение,0,8,0
Ferritin_5,F erritin,ферритин,32,94.12,🟠 Частичное совпадение,0,8,0
Трансферрин_0,Тр ансферрин,трансферрин,33,95.65,🟠 Частичное совпадение,11,0,0
Трансферрин_2,Трансфeррин,трансферрин,33,100.00,✔️ Полное совпадение,10,1,0
Transferrin_1,Trаnsferr in,трансферрин,33,95.65,🟠 Частичное совпадение,1,10,0
Transferrin_2,Transferr in,трансферрин,33,95.65,🟠 Частичное совпадение,0,11,0
Transferrin_3,ransfe rrin,трансферрин,33,90.91,🟠 Частичное совпадение,0,10,0
Transferrin_4,ansfеrrin,трансферрин,33,90.00,🟠 Частичное совпадение,1,8,0
Transferrin_5,Tra nsferr,трансферрин,33,85.71,🟠 Частичное совпадение,0,9,0
Витамин 25(OH) D_0,Витамин 2(OH) D,витамин d,34,88.89,🟠 Частичное совпадение,7,3,1
Витамин 25(OH) D_2,Виамин 25(OH) D,витамин d,34,88.89,🟠 Частичное совпадение,6,3,2
Витамин 25(OH) D_3,ВИтамин 25(OH) D,витамин d,34,92.86,🟠 Частичное совпадение,7,3,2
Витамин 25(OH) D_4,Витамин 25(OH),витамин d,34,84.62,🟠 Частичное совпадение,7,2,2
Витамин 25(OH) D_5,Витами 25(OH) D,витамин d,34,88.89,🟠 Частичное совпадение,6,3,2
Витамин 25(OH) D_6,Вит амин 25(OH) D,витамин d,34,89.66,🟠 Частичное совпадение,7,3,2
Витамин 25(OH) D_7,ВитамИн 25(OH) D,витамин d,34,92.86,🟠 Частичное совпадение,7,3,2
25-OH витамин D_0,25OH витамин D,витамин d,34,92.86,🟠 Частичное совпадение,7,3,2
25-OH витамин D_1,25-OH итамин D,витамин d,34,88.89,🟠 Частичное совпадение,6,3,2
25-OH витамин D_2,5-OH витамин D,витамин d,34,88.89,🟠 Частичное совпадение,7,3,1
25-OH витамин D_3,25-OH в итамин D,витамин d,34,89.66,🟠 Частичное совпадение,7,3,2
25-OH витамин D_4,-OH витамин D,витамин d,34,84.62,🟠 Частичное совпадение,7,3,0
25-OH витамин D_5,25-OH в итмин D,витамин d,34,85.71,🟠 Частичное совпадение,6,3,2
25-OH витамин D_6,25-0H витамин D,витамин d,34,92.86,🟠 Частичное совпадение,7,2,3
25-OH витамин D_7,25OH Витамин D,витамин d,34,92.86,🟠 Частичное совпадение,7,3,2
25-Hydroxyvitamin D_0,25-Hydroxyvitamin ,витамин d,34,94.12,🟠 Частичное совпадение,0,14,2
25-Hydroxyvitamin D_1,25-HydroxyvitamIn D,витамин d,34,100.00,✔️ Полное совпадение,0,15,2
25-Hydroxyvitamin D_2,25Hydroxyvitamin D,витамин d,34,100.00,✔️ Полное совпадение,0,15,2
25-Hydroxyvitamin D_3,Z5-ydroxyvitamin D,витамин d,34,91.43,🟠 Частичное совпадение,0,15,1
25-Hydroxyvitamin D_4,25-Hydroxyvitamin d,витамин d,34,100.00,✔️ Полное совпадение,0,15,2
25-Hydroxyvitamin D_5,25Hydr0xyvitamin D,витамин d,34,100.00,✔️ Полное совпадение,0,14,3
25-Hydroxyvitamin D_6,25-Hydroxyvi tAmin D,витамин d,34,97.30,🟠 Частичное совпадение,0,15,2
25-Hydroxyvitamin D_7,25-HyDroxyvitamin D,витамин d,34,100.00,✔️ Полное совпадение,0,15,2
Витамин D3_0,ВитамиН D3,витамин d,34,100.00,✔️ Полное совпадение,7,1,1
Витамин D3_1,Витaмин D3,витамин d,34,100.00,✔️ Полное совпадение,6,2,1
Витамин D3_2,ит амин D3,витамин d,34,90.00,🟠 Частичное совпадение,6,1,1
Витамин D3_3,итaмин D3,витамин d,34,94.74,🟠 Частичное совпадение,5,2,1
Витамин D3_4,Витами н D3,витамин d,34,95.24,🟠 Частичное совпадение,7,1,1
Витамин D3_5,тамин D3,витамин d,34,88.89,🟠 Частичное совпадение,5,1,1
Витамин D3_7,ВИтамин D3,витамин d,34,100.00,✔️ Полное совпадение,7,1,1
Холекальциферол_1,Холекaльциферол,витамин d,34,100.00,✔️ Полное совпадение,14,1,0
Холекальциферол_2,холекальц иферол,витамин d,34,96.77,🟠 Частичное совпадение,15,0,0
Холекальциферол_3,Холеkальциферол,витамин d,34,100.00,✔️ Полное совпадение,14,1,0
Холекальциферол_4,Хол екальциферол,витамин d,34,96.77,🟠 Частичное совпадение,15,0,0
Холекальциферол_5,ХоЛека льциферол,витамин d,34,96.77,🟠 Частичное совпадение,15,0,0
Магний_0,Мaгний,магний,35,100.00,✔️ Полное совпадение,5,1,0
Magnesium_0,Mag nesi,магний,35,82.35,🟠 Частичное совпадение,0,7,0
Magnesium_1,gnesi um,магний,35,82.35,🟠 Частичное совпадение,0,7,0
Magnesium_2,Magnes ium,магний,35,94.74,🟠 Частичное совпадение,0,9,0
Фосфор_0,Фoсфор,фосфор,36,100.00,✔️ Полное совпадение,5,1,0
Phosphorus_0,Ph0spho rus,фосфор,36,95.24,🟠 Частичное совпадение,0,9,1
Phosphorus_1,Phospho rus,фосфор,36,95.24,🟠 Частичное совпадение,0,10,0
Цинк_0,Цинk,цинк,37,100.00,✔️ Полное совпадение,3,1,0
Zn_0,2n,цинк,37,100.00,✔️ Полное совпадение,0,1,1
Селен_1,Селeн,селен,38,100.00,✔️ Полное совпадение,4,1,0
Селен_2,Сeлен,селен,38,100.00,✔️ Полное совпадение,4,1,0
Selenium_1,Se lenium,селен,38,94.12,🟠 Частичное совпадение,0,8,0
Selenium_2,Seleni um,селен,38,94.12,🟠 Частичное совпадение,0,8,0
Selenium_3,Se1eniu,селен,38,80.00,🟠 Частичное совпадение,0,6,1
Selenium_4,e lenium,селен,38,87.50,🟠 Частичное совпадение,0,7,0
Selenium_5,Selеnium,селен,38,100.00,✔️ Полное совпадение,1,7,0
Se_0,5e,селен,38,100.00,✔️ Полное совпадение,0,1,1
Se_1,Sе,селен,38,100.00,✔️ Полное совпадение,1,1,0
Медь_0,Мeдь,медь,39,100.00,✔️ Полное совпадение,3,1,0
Copper_0,C0pper,медь,39,100.00,✔️ Полное совпадение,0,5,1
Copper_1,Coppеr,медь,39,100.00,✔️ Полное совпадение,1,5,0
