,Исходный текст,Распознанный текст,Предсказанная группа,Уверенность (%),Результат,Русских букв,Латинских букв,Цифр
534,Гамма-глобулины_0,Гамма-гло булины,гамма-глобулины,96.77,🟠 Частичное совпадение,14,0,0
535,Гамма-глобулины_1,Гамм а-глобулины,гамма-глобулины,96.77,🟠 Частичное совпадение,14,0,0
536,Гамма-глобулины_3,Гамма-глобулны,гамма-глобулины,96.55,🟠 Частичное совпадение,13,0,0
537,Гамма-глобулины_4,амма-глобулин,гамма-глобулины,92.86,🟠 Частичное совпадение,12,0,0
538,Гамма-глобулины_5,гамма-глобулины,гамма-глобулины,100.00,✔️ Полное совпадение,14,0,0
539,Гамма-глобулины_6,Гамм-глобулины,гамма-глобулины,96.55,🟠 Частичное совпадение,13,0,0
540,Гамма-глобулины_7,Гамма-г лобулины,гамма-глобулины,96.77,🟠 Частичное совпадение,14,0,0
541,Gamma-globulins_0,Gamma-globul ins,гамма-глобулины,96.77,🟠 Частичное совпадение,0,14,0
542,Gamma-globulins_1,Gamma-globuli Ns,гамма-глобулины,96.77,🟠 Частичное совпадение,0,14,0
543,Gamma-globulins_2,GaMma-globulins,гамма-глобулины,100.00,✔️ Полное совпадение,0,14,0
544,Gamma-globulins_3,amma-globulins,гамма-глобулины,96.55,🟠 Частичное совпадение,0,13,0
545,Gamma-globulins_4,Gamma-globulin,гамма-глобулины,96.55,🟠 Частичное совпадение,0,13,0
546,Gamma-globulins_5,mma-globulins,гамма-глобулины,92.86,🟠 Частичное совпадение,0,12,0
547,Gamma-globulins_6,Gamma-glob ulins,гамма-глобулины,96.77,🟠 Частичное совпадение,0,14,0
548,АсАт_0,А сАт,аст,88.89,🟠 Частичное совпадение,4,0,0
549,АсАт_1,Ас Ат,аст,88.89,🟠 Частичное совпадение,4,0,0
550,АсАт_2,АсА,аст,85.71,🟠 Частичное совпадение,3,0,0
551,АсАт_3,сАт,аст,85.71,🟠 Частичное совпадение,3,0,0
552,АсАт_4,Аст,аст,100.00,✔️ Полное совпадение,3,0,0
553,АсАт_6,асАт,аст,100.00,✔️ Полное совпадение,4,0,0
554,АСТ_0,АСт,аст,100.00,✔️ Полное совпадение,3,0,0
555,АСТ_1,АсТ,аст,100.00,✔️ Полное совпадение,3,0,0
556,AST_0,AsT,аст,100.00,✔️ Полное совпадение,0,3,0
557,AST_2,ASt,аст,100.00,✔️ Полное совпадение,0,3,0
558,Аспартатаминотрансфераза_1,Аспартатаминотрансфраза,аст,97.87,🟠 Частичное совпадение,23,0,0
559,Аспартатаминотрансфераза_2,Аспартатаминотрансфеа,аст,93.33,🟠 Частичное совпадение,21,0,0
560,Аспартатаминотрансфераза_3,Аспартатаминотрнсфераза,аст,97.87,🟠 Частичное совпадение,23,0,0
561,Аспартатаминотрансфераза_4,АспартатаминотрансФераза,аст,100.00,✔️ Полное совпадение,24,0,0
562,Аспартатаминотрансфераза_5,Аспартатминотрансфераза,аст,97.87,🟠 Частичное совпадение,23,0,0
563,Аспартатаминотрансфераза_6,Ас партатаминотрансфераза,аст,97.96,🟠 Частичное совпадение,24,0,0
564,Аспартатаминотрансфераза_7,АспартатамИнотрансфераза,аст,100.00,✔️ Полное совпадение,24,0,0
565,Аспартат-аминотрансфераза_0,Аспартат-аминотрансфера,аст,95.83,🟠 Частичное совпадение,22,0,0
566,Аспартат-аминотрансфераза_1,Аспартат-aминотрансфераЗа,аст,100.00,✔️ Полное совпадение,23,1,0
567,Аспартат-аминотрансфераза_2,Аспартатаминотрансфераза,аст,100.00,✔️ Полное совпадение,24,0,0
568,Аспартат-аминотрансфераза_3,Аспартатаминoтрансфераза,аст,100.00,✔️ Полное совпадение,23,1,0
569,Аспартат-аминотрансфераза_4,Аcартат-аминотрансфераза,аст,97.96,🟠 Частичное совпадение,22,1,0
570,Аспартат-аминотрансфераза_6,Аcпартат-аминотрансфераза,аст,100.00,✔️ Полное совпадение,23,1,0
571,Аспартат-аминотрансфераза_7,артат-аминотрансфераза,аст,93.62,🟠 Частичное совпадение,21,0,0
572,Aspartate Aminotransferase_0,Aspartate Aminotransfer ase,аст,98.11,🟠 Частичное совпадение,0,25,0
573,Aspartate Aminotransferase_1,Aspartate Aminotransferas,аст,98.04,🟠 Частичное совпадение,0,24,0
574,Aspartate Aminotransferase_2,AspArtate AminotRansferase,аст,100.00,✔️ Полное совпадение,0,25,0
575,Aspartate Aminotransferase_3,Aspartate  Aminotransferase,аст,98.11,🟠 Частичное совпадение,0,25,0
576,Aspartate Aminotransferase_4,Aspartate Aminotransfera,аст,96.00,🟠 Частичное совпадение,0,23,0
577,Aspartate Aminotransferase_6,partate Aminotransferase,аст,96.00,🟠 Частичное совпадение,0,23,0
578,Aspartate Aminotransferase_7,Aspartte Aminotransferase,аст,98.04,🟠 Частичное совпадение,0,24,0
579,АлАт_0,Ал Ат,алт,88.89,🟠 Частичное совпадение,4,0,0
580,АлАт_1,лАт,алт,85.71,🟠 Частичное совпадение,3,0,0
581,АлАт_2,АлА,алт,85.71,🟠 Частичное совпадение,3,0,0
582,АлАт_3,АлАТ,алт,100.00,✔️ Полное совпадение,4,0,0
583,АлАт_4,ААт,аст,85.71,❌ Неверное совпадение,3,0,0
584,АлАт_6,АЛАт,алт,100.00,✔️ Полное совпадение,4,0,0
585,АЛТ_1,АЛт,алт,100.00,✔️ Полное совпадение,3,0,0
586,ALT_0,aLT,алт,100.00,✔️ Полное совпадение,0,3,0
587,ALT_2,AlT,алт,100.00,✔️ Полное совпадение,0,3,0
588,Аланинаминотрансфераза_0,Аланинаминтрансфераза,алт,97.67,🟠 Частичное совпадение,21,0,0
589,Аланинаминотрансфераза_1,Аланинами нотрансфераза,алт,97.78,🟠 Частичное совпадение,22,0,0
590,Аланинаминотрансфераза_2,АлАнинаминотансфераза,алт,97.67,🟠 Частичное совпадение,21,0,0
591,Аланинаминотрансфераза_3,Аланинаминотрансфераз,алт,97.67,🟠 Частичное совпадение,21,0,0
592,Аланинаминотрансфераза_4,ланинаминотрансфераза,алт,97.67,🟠 Частичное совпадение,21,0,0
593,Аланинаминотрансфераза_5,АланинаминотранСфераза,алт,100.00,✔️ Полное совпадение,22,0,0
594,Аланинаминотрансфераза_7,АланинаминотрансфеРаза,алт,100.00,✔️ Полное совпадение,22,0,0
595,Аланин-аминотрансфераза_0,Аланин-аминотрансфера за,алт,97.87,🟠 Частичное совпадение,22,0,0
596,Аланин-аминотрансфераза_1,Аланин-аминотраНсфераза,алт,100.00,✔️ Полное совпадение,22,0,0
597,Аланин-аминотрансфераза_2,Аланин-ами нотрансфераза,алт,97.87,🟠 Частичное совпадение,22,0,0
598,Аланин-аминотрансфераза_3,Аанин-аминотрансфераза,алт,97.78,🟠 Частичное совпадение,21,0,0
599,Аланин-аминотрансфераза_4,Аланин-аминотрансфераз,алт,97.78,🟠 Частичное совпадение,21,0,0
600,Аланин-аминотрансфераза_5,Аланин-аминотрансфраза,алт,97.78,🟠 Частичное совпадение,21,0,0
601,Аланин-аминотрансфераза_7,Аланин -аминотрансфераза,алт,97.87,🟠 Частичное совпадение,22,0,0
602,Alanine Aminotransferase_0,Alanine Aminоtransferas,алт,97.87,🟠 Частичное совпадение,1,21,0
603,Alanine Aminotransferase_1,lanine Aminotransferase,алт,97.87,🟠 Частичное совпадение,0,22,0
604,Alanine Aminotransferase_3,Alanin e Aminotransferase,алт,97.96,🟠 Частичное совпадение,0,23,0
605,Alanine Aminotransferase_4,Alanine Aminotransferas,алт,97.87,🟠 Частичное совпадение,0,22,0
606,Alanine Aminotransferase_5,lanine Aminotranserase,алт,95.65,🟠 Частичное совпадение,0,21,0
607,Alanine Aminotransferase_6,Alnine Aminotransferase,алт,97.87,🟠 Частичное совпадение,0,22,0
608,Alanine Aminotransferase_7,anine Aminotransferase,алт,95.65,🟠 Частичное совпадение,0,21,0
609,Щелочная фосфатаза_1,фосфатаза Щелочная,щелочная фосфатаза,100.00,✔️ Полное совпадение,17,0,0
610,Щелочная фосфатаза_2,Щелочная  фосфатаза,щелочная фосфатаза,97.30,🟠 Частичное совпадение,17,0,0
611,Щелочная фосфатаза_3,Щелоч на фосфатаза,щелочная фосфатаза,94.44,🟠 Частичное совпадение,16,0,0
612,Щелочная фосфатаза_4,Щелочна фосфатаза,щелочная фосфатаза,97.14,🟠 Частичное совпадение,16,0,0
613,Щелочная фосфатаза_5,Щлочная фосфатаз,щелочная фосфатаза,94.12,🟠 Частичное совпадение,15,0,0
614,Щелочная фосфатаза_6,елочная фосфатаза,щелочная фосфатаза,97.14,🟠 Частичное совпадение,16,0,0
615,Щелочная фосфатаза_7,лочная фосфатаза,щелочная фосфатаза,94.12,🟠 Частичное совпадение,15,0,0
616,ALP_1,ALp,щелочная фосфатаза,100.00,✔️ Полное совпадение,0,3,0
617,ALP_2,AlP,щелочная фосфатаза,100.00,✔️ Полное совпадение,0,3,0
618,Alkaline Phosphatase_0,Alkaline Ph osphatase,щелочная фосфатаза,97.56,🟠 Частичное совпадение,0,19,0
619,Alkaline Phosphatase_1,Alkaline PhosphatasE,щелочная фосфатаза,100.00,✔️ Полное совпадение,0,19,0
620,Alkaline Phosphatase_2,lkaline Phosphatase,щелочная фосфатаза,97.44,🟠 Частичное совпадение,0,18,0
621,Alkaline Phosphatase_3,kaline Phosphatase,щелочная фосфатаза,94.74,🟠 Частичное совпадение,0,17,0
622,Alkaline Phosphatase_4,Alkaline Phosphatas,щелочная фосфатаза,97.44,🟠 Частичное совпадение,0,18,0
623,Alkaline Phosphatase_5,AlkalinePhosphatase,щелочная фосфатаза,97.44,🟠 Частичное совпадение,0,19,0
624,Alkaline Phosphatase_7,PHosphatase Alkaline,щелочная фосфатаза,100.00,✔️ Полное совпадение,0,19,0
625,Липаза_0,Липазa,липаза,100.00,✔️ Полное совпадение,5,1,0
626,Липаза_1,Липаз,липаза,90.91,🟠 Частичное совпадение,5,0,0
627,Липаза_2,Липaза,липаза,100.00,✔️ Полное совпадение,5,1,0
628,Липаза_3,Липа за,липаза,92.31,🟠 Частичное совпадение,6,0,0
629,Липаза_4,Лиаза,липаза,90.91,🟠 Частичное совпадение,5,0,0
630,Липаза_5,Липза,липаза,90.91,🟠 Частичное совпадение,5,0,0
631,Липаза_6,липаза,липаза,100.00,✔️ Полное совпадение,6,0,0
632,Lipase_0,Lipasе,липаза,100.00,✔️ Полное совпадение,1,5,0
633,Lipase_1,Liрase,липаза,100.00,✔️ Полное совпадение,1,5,0
634,Lipase_2,lipase,липаза,100.00,✔️ Полное совпадение,0,6,0
635,Lipase_3,Lipae,липаза,90.91,🟠 Частичное совпадение,0,5,0
636,Lipase_4,Li pase,липаза,92.31,🟠 Частичное совпадение,0,6,0
637,Lipase_5,Lipa se,липаза,92.31,🟠 Частичное совпадение,0,6,0
638,Lipase_7,ipase,липаза,90.91,🟠 Частичное совпадение,0,5,0
639,LPS_0,LPs,липаза,100.00,✔️ Полное совпадение,0,3,0
640,LPS_1,LpS,липаза,100.00,✔️ Полное совпадение,0,3,0
641,Амилаза_0,Амилаз,амилаза,92.31,🟠 Частичное совпадение,6,0,0
642,Амилаза_2,Амилазa,амилаза,100.00,✔️ Полное совпадение,6,1,0
643,Амилаза_3,Амлаза,амилаза,92.31,🟠 Частичное совпадение,6,0,0
644,Амилаза_4,Амила,амилаза,83.33,🟠 Частичное совпадение,5,0,0
645,Амилаза_5,Амила за,амилаза,93.33,🟠 Частичное совпадение,7,0,0
646,Амилаза_6,АмИлаза,амилаза,100.00,✔️ Полное совпадение,7,0,0
647,Амилаза_7,амилаза,амилаза,100.00,✔️ Полное совпадение,7,0,0
648,Альфа-амилаза_0,Альфа-ами лаза,амилаза,96.30,🟠 Частичное совпадение,12,0,0
649,Альфа-амилаза_1,Альфа -амилаза,амилаза,96.30,🟠 Частичное совпадение,12,0,0
650,Альфа-амилаза_2,льфа-амилаза,амилаза,96.00,🟠 Частичное совпадение,11,0,0
651,Альфа-амилаза_4,Альфа-амилаЗ,амилаза,96.00,🟠 Частичное совпадение,11,0,0
652,Альфа-амилаза_5,Альфа-ам илаза,амилаза,96.30,🟠 Частичное совпадение,12,0,0
653,Альфа-амилаза_6,АЛьфа-амилаза,амилаза,100.00,✔️ Полное совпадение,12,0,0
654,Альфа-амилаза_7,Альфа-аилаза,амилаза,96.00,🟠 Частичное совпадение,11,0,0
655,Amylase_1,mylase,амилаза,92.31,🟠 Частичное совпадение,0,6,0
656,Amylase_2,AmylаsE,амилаза,100.00,✔️ Полное совпадение,1,6,0
657,Amylase_3,Amylse,амилаза,92.31,🟠 Частичное совпадение,0,6,0
658,Amylase_4,AmylAse,амилаза,100.00,✔️ Полное совпадение,0,7,0
659,Amylase_5,Amy lase,амилаза,93.33,🟠 Частичное совпадение,0,7,0
660,Amylase_6,ylase,амилаза,83.33,🟠 Частичное совпадение,0,5,0
661,Amylase_7,AmylasE,амилаза,100.00,✔️ Полное совпадение,0,7,0
662,AMY_0,AMy,амилаза,100.00,✔️ Полное совпадение,0,3,0
663,AMY_1,AmY,амилаза,100.00,✔️ Полное совпадение,0,3,0
664,Гамма-ГТП_0,мма-ГТП,гамма-гт,87.50,🟠 Частичное совпадение,6,0,0
665,Гамма-ГТП_2,Гамма-Г,гамма-гт,93.33,🟠 Частичное совпадение,6,0,0
666,Гамма-ГТП_3,Гамма-ГТ,гамма-гт,100.00,✔️ Полное совпадение,7,0,0
667,Гамма-ГТП_4,Гамма- ГТП,гамма-гт,94.74,🟠 Частичное совпадение,8,0,0
668,Гамма-ГТП_5,ГАмма-ГТП,гамма-гт,100.00,✔️ Полное совпадение,8,0,0
669,Гамма-ГТП_6,Га мма-ГТП,гамма-гт,94.74,🟠 Частичное совпадение,8,0,0
670,Гамма-ГТП_7,ГаммаГТП,гамма-гт,94.12,🟠 Частичное совпадение,8,0,0
671,Гамма-глутамилтранспептидаза_0,Гаммаглутамилтранспептидаза,гамма-гт,98.18,🟠 Частичное совпадение,27,0,0
672,Гамма-глутамилтранспептидаза_1,Гамма-глутаилтранспептидаза,гамма-гт,98.18,🟠 Частичное совпадение,26,0,0
673,Гамма-глутамилтранспептидаза_2,Гамма-глутамилтранспептида,гамма-гт,96.30,🟠 Частичное совпадение,25,0,0
674,Гамма-глутамилтранспептидаза_4,Гамма-глутамилтранс пептидаза,гамма-гт,98.25,🟠 Частичное совпадение,27,0,0
675,Гамма-глутамилтранспептидаза_5,Гамма-глута милтрaнспептидаза,гамма-гт,98.25,🟠 Частичное совпадение,26,1,0
676,Гамма-глутамилтранспептидаза_6,Гамма-глутаМилтранспептидаза,гамма-гт,100.00,✔️ Полное совпадение,27,0,0
677,Гамма-глутамилтранспептидаза_7,мма-глутамилтанспептидаза,гамма-гт,94.34,🟠 Частичное совпадение,24,0,0
678,Гамма-глютаминтранспептидаза_0,Гамма-глютаминтрнспептидаза,гамма-гт,98.18,🟠 Частичное совпадение,26,0,0
679,Гамма-глютаминтранспептидаза_1,Гамма-глютаминтранспептидaза,гамма-гт,100.00,✔️ Полное совпадение,26,1,0
680,Гамма-глютаминтранспептидаза_2,Гамма-глютминтранспептидаза,гамма-гт,98.18,🟠 Частичное совпадение,26,0,0
681,Гамма-глютаминтранспептидаза_3,мма-глютаминтранспептидаза,гамма-гт,96.30,🟠 Частичное совпадение,25,0,0
682,Гамма-глютаминтранспептидаза_4,Гаммалютаминтранспептидаза,гамма-гт,96.30,🟠 Частичное совпадение,26,0,0
683,Гамма-глютаминтранспептидаза_5,ГаммА-глютаминтранспептидаза,гамма-гт,100.00,✔️ Полное совпадение,27,0,0
684,Гамма-глютаминтранспептидаза_7,Гамма-глютаминтранспеп тидаза,гамма-гт,98.25,🟠 Частичное совпадение,27,0,0
685,Глютаминтранспептидаза_0,Глютаминтра нспептидаза,гамма-гт,97.78,🟠 Частичное совпадение,22,0,0
686,Глютаминтранспептидаза_1,Глютамин транспептидаз,гамма-гт,95.45,🟠 Частичное совпадение,21,0,0
687,Глютаминтранспептидаза_2,ГлютаминтранспептидАза,гамма-гт,100.00,✔️ Полное совпадение,22,0,0
688,Глютаминтранспептидаза_4,Глютаминтранспептидаз,гамма-гт,97.67,🟠 Частичное совпадение,21,0,0
689,Глютаминтранспептидаза_5,ГлютаминтРанспептидаза,гамма-гт,100.00,✔️ Полное совпадение,22,0,0
690,Глютаминтранспептидаза_6,Глютаминтранспепт идаза,гамма-гт,97.78,🟠 Частичное совпадение,22,0,0
691,Глютаминтранспептидаза_7,ГлютамИнтранспептидаза,гамма-гт,100.00,✔️ Полное совпадение,22,0,0
692,ГГТ_0,ГГт,гамма-гт,100.00,✔️ Полное совпадение,3,0,0
693,ГГТ_1,ГгТ,гамма-гт,100.00,✔️ Полное совпадение,3,0,0
694,ГГТ_2,гГТ,гамма-гт,100.00,✔️ Полное совпадение,3,0,0
695,Гамма-ГТ_0,гамма-ГТ,гамма-гт,100.00,✔️ Полное совпадение,7,0,0
696,Гамма-ГТ_1,ммаГТ,гамма-гт,76.92,🟠 Частичное совпадение,5,0,0
697,Гамма-ГТ_3,Гаммa-ГТ,гамма-гт,100.00,✔️ Полное совпадение,6,1,0
698,Гамма-ГТ_4,ГамМа-ГТ,гамма-гт,100.00,✔️ Полное совпадение,7,0,0
699,Гамма-ГТ_5,Гмма-ГТ,гамма-гт,93.33,🟠 Частичное совпадение,6,0,0
700,Гамма-ГТ_6,амм-ГТ,гамма-гт,85.71,🟠 Частичное совпадение,5,0,0
701,Гамма-ГТ_7,амма-ГТ,гамма-гт,93.33,🟠 Частичное совпадение,6,0,0
702,GGT_0,gGT,гамма-гт,100.00,✔️ Полное совпадение,0,3,0
703,GGT_1,GGt,гамма-гт,100.00,✔️ Полное совпадение,0,3,0
704,Gamma-Glutamyl Transferase_0,Gamma-Glutamyl TransfeRase,гамма-гт,100.00,✔️ Полное совпадение,0,24,0
705,Gamma-Glutamyl Transferase_1,Gamma-Glutamyl Transfеras,гамма-гт,98.04,🟠 Частичное совпадение,1,22,0
706,Gamma-Glutamyl Transferase_2,Gamma Glutamyl Transferase,гамма-гт,96.15,🟠 Частичное совпадение,0,24,0
707,Gamma-Glutamyl Transferase_3,Gmma-Glutamyl Transferase,гамма-гт,98.04,🟠 Частичное совпадение,0,23,0
708,Gamma-Glutamyl Transferase_4,Gamma-Gluta myl Transferase,гамма-гт,98.11,🟠 Частичное совпадение,0,24,0
709,Gamma-Glutamyl Transferase_6,Gamma-Glutamyl Transfеrase,гамма-гт,100.00,✔️ Полное совпадение,1,23,0
710,Gamma-Glutamyl Transferase_7,Gamma-Glutamyl  Transferase,гамма-гт,98.11,🟠 Частичное совпадение,0,24,0
711,Лактатдегидрогеназа_0,ктатдегидрогеназа,лдг,94.44,🟠 Частичное совпадение,17,0,0
712,Лактатдегидрогеназа_1,актатдегидрогеназа,лдг,97.30,🟠 Частичное совпадение,18,0,0
713,Лактатдегидрогеназа_2,Лактатдегидрогеназ,лдг,97.30,🟠 Частичное совпадение,18,0,0
714,Лактатдегидрогеназа_3,Лак татдегидрогеназа,лдг,97.44,🟠 Частичное совпадение,19,0,0
715,Лактатдегидрогеназа_4,Лактатдегидроген,лдг,91.43,🟠 Частичное совпадение,16,0,0
716,Лактатдегидрогеназа_5,Лктатдегидрогеназа,лдг,97.30,🟠 Частичное совпадение,18,0,0
717,Лактатдегидрогеназа_6,Ла ктАтдегидрогеназа,лдг,97.44,🟠 Частичное совпадение,19,0,0
718,Лактат дегидрогеназа_0,Лактaт дегидрогеназа,лдг,100.00,✔️ Полное совпадение,18,1,0
719,Лактат дегидрогеназа_1,Лактат дегидрогенaза,лдг,100.00,✔️ Полное совпадение,18,1,0
720,Лактат дегидрогеназа_2,Лактат деидрогеназа,лдг,97.44,🟠 Частичное совпадение,18,0,0
721,Лактат дегидрогеназа_3,Лакт ат дегидрогеназа,лдг,97.56,🟠 Частичное совпадение,19,0,0
722,Лактат дегидрогеназа_4,ЛакТатдегидрогеназа,лдг,100.00,✔️ Полное совпадение,19,0,0
723,Лактат дегидрогеназа_6,Лактатдегидрогеназа,лдг,100.00,✔️ Полное совпадение,19,0,0
724,Лактат дегидрогеназа_7,Лактат дегидрогена,лдг,94.74,🟠 Частичное совпадение,17,0,0
725,ЛДГ_1,ЛдГ,лдг,100.00,✔️ Полное совпадение,3,0,0
726,ЛДГ_2,лДГ,лдг,100.00,✔️ Полное совпадение,3,0,0
727,ЛДГ-1 фракция_0,ЛДГ-1 фраkция,лдг,100.00,✔️ Полное совпадение,9,1,1
728,ЛДГ-1 фракция_1,ЛДг-1 фpакция,лдг,100.00,✔️ Полное совпадение,9,1,1
729,ЛДГ-1 фракция_2,Л ДГ-1 фракция,лдг,96.30,🟠 Частичное совпадение,10,0,1
730,ЛДГ-1 фракция_3,ЛДГ- 1 фракция,лдг,96.30,🟠 Частичное совпадение,10,0,1
731,ЛДГ-1 фракция_5,ЛДГ-1 фракци,лдг,96.00,🟠 Частичное совпадение,9,0,1
732,ЛДГ-1 фракция_6,ЛДГ-1  фракци,лдг,92.31,🟠 Частичное совпадение,9,0,1
733,ЛДГ-1 фракция_7,ЛДГ-1 фракц,лдг,91.67,🟠 Частичное совпадение,8,0,1
734,aHBDH_0,aH BDH,лдг,90.91,🟠 Частичное совпадение,0,5,0
735,aHBDH_1,aH8DH,лдг,100.00,✔️ Полное совпадение,0,4,1
736,aHBDH_2,aHBH,лдг,88.89,🟠 Частичное совпадение,0,4,0
737,aHBDH_3,ahBDH,лдг,100.00,✔️ Полное совпадение,0,5,0
738,aHBDH_4,aBDH,лдг,88.89,🟠 Частичное совпадение,0,4,0
739,aHBDH_6,HBDH,лдг,88.89,🟠 Частичное совпадение,0,4,0
740,aHBDH_7,аHBDH,лдг,100.00,✔️ Полное совпадение,1,4,0
741,Lactate Dehydrogenase_1,Lactate Deh ydrogenase,лдг,97.67,🟠 Частичное совпадение,0,20,0
742,Lactate Dehydrogenase_2,Lactate D ehydrogenase,лдг,97.67,🟠 Частичное совпадение,0,20,0
743,Lactate Dehydrogenase_3,actate Deh ydrogenase,лдг,95.24,🟠 Частичное совпадение,0,19,0
744,Lactate Dehydrogenase_4,Lactate Dehydrogenas,лдг,97.56,🟠 Частичное совпадение,0,19,0
745,Lactate Dehydrogenase_5,tate Dehydrogenase,лдг,92.31,🟠 Частичное совпадение,0,17,0
746,Lactate Dehydrogenase_6,Lacta te Dehdrogenase,лдг,95.24,🟠 Частичное совпадение,0,19,0
747,Lactate Dehydrogenase_7,Lactat Dehydrogenase,лдг,97.56,🟠 Частичное совпадение,0,19,0
748,Креатинфосфокиназа_0,КреатинфОсфокиназа,креатинкиназа,100.00,✔️ Полное совпадение,18,0,0
749,Креатинфосфокиназа_1,реатинфосфокиназа,креатинкиназа,97.14,🟠 Частичное совпадение,17,0,0
750,Креатинфосфокиназа_2,Креатин фoсфокиназа,креатинкиназа,97.30,🟠 Частичное совпадение,17,1,0
751,Креатинфосфокиназа_3,Креатинфосфок иназа,креатинкиназа,97.30,🟠 Частичное совпадение,18,0,0
752,Креатинфосфокиназа_4,КРеатинфосфокиназа,креатинкиназа,100.00,✔️ Полное совпадение,18,0,0
753,Креатинфосфокиназа_6,Крeатинфосфокиназа,креатинкиназа,100.00,✔️ Полное совпадение,17,1,0
754,Креатинфосфокиназа_7,Креатинфофокиназа,креатинкиназа,97.14,🟠 Частичное совпадение,17,0,0
755,Креатинкиназа_0,КреАтинкиназа,креатинкиназа,100.00,✔️ Полное совпадение,13,0,0
756,Креатинкиназа_1,Креaтинкиназа,креатинкиназа,100.00,✔️ Полное совпадение,12,1,0
757,Креатинкиназа_2,креатинкиназа,креатинкиназа,100.00,✔️ Полное совпадение,13,0,0
758,Креатинкиназа_3,еатинкиназа,креатинкиназа,91.67,🟠 Частичное совпадение,11,0,0
759,Креатинкиназа_4,КреатинКиназа,креатинкиназа,100.00,✔️ Полное совпадение,13,0,0
760,Креатинкиназа_5,К реатинкиназа,креатинкиназа,96.30,🟠 Частичное совпадение,13,0,0
761,Креатинкиназа_7,Креатинкиназ,креатинкиназа,96.00,🟠 Частичное совпадение,12,0,0
762,КФК_1,КФк,креатинкиназа,100.00,✔️ Полное совпадение,3,0,0
763,Креатинкиназа-МБ_0,реат инкиназа-МБ,креатинкиназа,93.75,🟠 Частичное совпадение,14,0,0
764,Креатинкиназа-МБ_1,Креатинкиназа -Мб,креатинкиназа,96.97,🟠 Частичное совпадение,15,0,0
765,Креатинкиназа-МБ_2,К реатинкинАза-МБ,креатинкиназа,96.97,🟠 Частичное совпадение,15,0,0
766,Креатинкиназа-МБ_3,Креатинкин аза-МБ,креатинкиназа,96.97,🟠 Частичное совпадение,15,0,0
767,Креатинкиназа-МБ_4,Креатинкиназa-МБ,креатинкиназа,100.00,✔️ Полное совпадение,14,1,0
768,Креатинкиназа-МБ_5,Креати нкиназа-МБ,креатинкиназа,96.97,🟠 Частичное совпадение,15,0,0
769,Креатинкиназа-МБ_7,КреАтинкиназа -МБ,креатинкиназа,96.97,🟠 Частичное совпадение,15,0,0
770,CK_1,cK,креатинкиназа,100.00,✔️ Полное совпадение,0,2,0
771,Creatine Kinase_0,CreatiNe Kinase,креатинкиназа,100.00,✔️ Полное совпадение,0,14,0
772,Creatine Kinase_1,Creatinе Kinase,креатинкиназа,100.00,✔️ Полное совпадение,1,13,0
773,Creatine Kinase_3,Cratine Kinase,креатинкиназа,96.55,🟠 Частичное совпадение,0,13,0
774,Creatine Kinase_4,CreatiNe KinasE,креатинкиназа,100.00,✔️ Полное совпадение,0,14,0
775,Creatine Kinase_5,eatinE Kinase,креатинкиназа,92.86,🟠 Частичное совпадение,0,12,0
776,Creatine Kinase_6,Cr eatine Kinase,креатинкиназа,96.77,🟠 Частичное совпадение,0,14,0
777,Creatine Kinase_7,Creatine  Kinase,креатинкиназа,96.77,🟠 Частичное совпадение,0,14,0
778,CK-MB_0,cK-MB,креатинкиназа,100.00,✔️ Полное совпадение,0,4,0
779,CK-MB_1,C K-MB,креатинкиназа,90.91,🟠 Частичное совпадение,0,4,0
780,CK-MB_3,CK-mB,креатинкиназа,100.00,✔️ Полное совпадение,0,4,0
781,CK-MB_4,CK-M,креатинкиназа,88.89,🟠 Частичное совпадение,0,3,0
782,CK-MB_5,C-MB,креатинкиназа,88.89,🟠 Частичное совпадение,0,3,0
783,CK-MB_6,K-MB,креатинкиназа,88.89,🟠 Частичное совпадение,0,3,0
784,CK-MB_7,CKMB,креатинкиназа,88.89,🟠 Частичное совпадение,0,4,0
785,Кальций_0,Кал ьц,кальций,76.92,🟠 Частичное совпадение,5,0,0
786,Кальций_1,Кальци,кальций,92.31,🟠 Частичное совпадение,6,0,0
787,Кальций_2,Кaльций,кальций,100.00,✔️ Полное совпадение,6,1,0
788,Кальций_3,Кльций,кальций,92.31,🟠 Частичное совпадение,6,0,0
789,Кальций_4,альций,кальций,92.31,🟠 Частичное совпадение,6,0,0
790,Кальций_5,К альций,кальций,93.33,🟠 Частичное совпадение,7,0,0
791,Кальций_6,альц,кальций,72.73,🟠 Частичное совпадение,4,0,0
792,Кальций общий_1,альций общий,кальций,96.00,🟠 Частичное совпадение,11,0,0
793,Кальций общий_2,КaЛьций общий,кальций,100.00,✔️ Полное совпадение,11,1,0
794,Кальций общий_3,Кальций Общий,кальций,100.00,✔️ Полное совпадение,12,0,0
795,Кальций общий_4,альций общ,кальций,86.96,🟠 Частичное совпадение,9,0,0
796,Кальций общий_5,льций общий,кальций,91.67,🟠 Частичное совпадение,10,0,0
797,Кальций общий_6,КальциЙ общий,кальций,100.00,✔️ Полное совпадение,12,0,0
798,Кальций общий_7,Кальций общ,кальций,91.67,🟠 Частичное совпадение,10,0,0
799,Кальций ионизированный_1,Кальций  ионизИрованный,кальций,97.78,🟠 Частичное совпадение,21,0,0
